nteammrpd_s	459.28	-977.28	21.60	0.0	limbo
nteammrpdplatetex12	465.89	-986.34	32.90	-180.0	righthall
nteammrpdplatetex10	455.81	-981.69	32.85	0.0	righthall
nteammrpdplate	455.81	-981.69	32.85	0.0	righthall
nteammrpdplatetex11	447.23	-981.72	32.89	0.0	righthall
nteammrpdplate	447.23	-981.72	32.89	0.0	righthall
nteammrpdexitsign	456.27	-986.54	31.78	-180.0	righthall
nteammrpdexitsign2	455.30	-986.54	31.78	-180.0	righthall
nteammrpdexitsign2	464.90	-960.81	32.03	90.0	righthall
nteammrpdexitsign	464.90	-961.78	32.03	90.0	righthall
nteammrpdcellsign	419.35	-1011.99	24.97	0.0	area
nteammprdstairs	465.99	-989.50	45.28	-180.0	stairs
nteammrpdstairsnumbers	464.45	-989.54	51.03	-180.0	stairs
nteammprdstairsdecals	468.41	-989.51	30.67	-180.0	stairs
nteammprdstairsrails	468.33	-990.10	29.66	-180.0	stairs
nteammprdstairslightproxy	468.36	-989.56	41.17	-180.0	stairs
771604073	445.25	-1021.61	32.86	0.0	garage
771604073	453.24	-1021.61	31.15	0.0	garage
771604073	462.07	-1021.61	28.77	0.0	garage
771604073	470.23	-1021.61	27.18	0.0	garage
771604073	477.18	-1021.61	26.52	0.0	garage
771604073	485.66	-1021.61	27.65	0.0	garage
771604073	485.66	-1010.60	26.08	-90.0	garage
771604073	485.66	-998.55	26.08	-90.0	garage
771604073	485.66	-987.45	26.16	-90.0	garage
771604073	495.26	-990.58	26.37	-90.0	garage
771604073	495.26	-994.57	26.37	-90.0	garage
771604073	495.26	-1000.58	26.37	-90.0	garage
771604073	495.26	-1004.58	26.37	-90.0	garage
771604073	495.26	-1008.59	26.37	-90.0	garage
771604073	495.26	-1014.57	26.37	-90.0	garage
771604073	495.26	-1018.58	26.37	-90.0	garage
771604073	495.26	-980.06	25.83	-90.0	garage
771604073	484.53	-980.06	25.84	-90.0	garage
771604073	484.53	-967.46	25.84	-90.0	garage
771604073	495.26	-967.45	25.83	-90.0	garage
771604073	479.13	-963.29	25.84	-180.0	garage
771604073	463.43	-963.29	26.51	-180.0	garage
771604073	449.07	-963.29	26.51	-180.0	garage
771604073	436.01	-963.29	26.50	-180.0	garage
771604073	422.59	-963.29	26.50	-180.0	garage
771604073	422.59	-955.87	26.50	-180.0	garage
771604073	436.02	-953.48	26.50	-180.0	garage
771604073	449.05	-953.39	26.50	-180.0	garage
771604073	411.15	-953.55	26.50	-180.0	garage
771604073	411.16	-963.29	26.50	-180.0	garage
771604073	411.16	-973.43	26.50	-180.0	garage
771604073	422.55	-976.93	26.50	-180.0	garage
771604073	436.03	-973.43	26.49	-180.0	garage
771604073	449.06	-973.43	26.50	-180.0	garage
771604073	463.41	-973.43	26.50	-180.0	garage
771604073	479.31	-973.43	26.15	-180.0	garage
771604073	472.79	-953.39	30.30	-180.0	garage
771604073	466.76	-953.39	28.35	-180.0	garage
771604073	459.17	-953.39	26.58	-180.0	garage
771604073	454.15	-953.39	26.41	-180.0	garage
2034584928	490.02	-955.68	25.19	-180.0	garage
771604073	449.27	-986.50	25.88	90.0	garage
771604073	442.44	-986.50	25.88	90.0	garage
1606955579	482.89	-1013.18	24.48	-90.0	garage
4263126926	479.72	-955.68	23.53	-180.0	garage
4263126926	483.30	-951.93	23.53	90.0	garage
4263126926	490.33	-951.93	23.53	90.0	garage
4263126926	496.62	-951.93	23.53	90.0	garage
4263126926	500.00	-955.68	23.53	0.0	garage
771604073	449.06	-980.18	26.51	-180.0	garage
771604073	436.00	-980.18	26.51	-180.0	garage
3608473212	480.93	-991.75	21.84	-180.0	garage
771604073	463.37	-980.18	26.51	-180.0	garage
54873101	475.39	-991.13	22.33	-180.0	garage
2376899751	473.03	-987.60	23.02	90.0	garage
1621391584	478.19	-992.55	24.12	-180.0	garage
1839621839	474.07	-989.30	21.84	-150.0	garage
1839621839	473.73	-988.38	21.84	-130.0	garage
1839621839	477.78	-990.03	21.84	-145.0	garage
1839621839	479.10	-990.66	21.84	-120.0	garage
1839621839	474.23	-988.42	21.83	-85.0	garage
1839621839	473.96	-988.85	21.83	-50.0	garage
1474888937	473.51	-989.60	22.25	-85.0	garage
1871266393	473.82	-987.15	22.05	-65.0	garage
1289023059	473.10	-987.65	23.02	0.0	garage
3419909833	478.32	-992.46	22.84	-180.0	garage
3419909833	478.67	-992.46	22.84	-180.0	garage
3419909833	483.03	-993.84	22.84	90.0	garage
3419909833	483.03	-1010.08	22.84	90.0	garage
3419909833	479.94	-959.61	22.57	0.0	garage
3419909833	455.78	-986.14	22.68	-180.0	garage
3338844050	500.85	-1010.08	23.76	-90.0	garage
3338844050	500.85	-971.77	23.76	-90.0	garage
238110203	445.60	-986.37	21.83	-180.0	garage
3338844050	431.85	-986.26	23.76	-180.0	garage
2143838161	500.05	-958.58	22.80	-90.0	garage
238110203	490.10	-1011.70	21.84	0.0	garage
2198842852	453.17	-986.37	21.83	-160.0	garage
1858825521	461.18	-986.28	25.11	-180.0	garage
1858825521	462.74	-986.28	25.11	-180.0	garage
1858825521	480.91	-992.60	25.11	-180.0	garage
1858825521	500.86	-995.59	25.11	-90.0	garage
1858825521	500.86	-1001.65	25.11	-90.0	garage
1858825521	500.86	-1007.65	25.11	-90.0	garage
1858825521	500.86	-989.63	25.11	-90.0	garage
2133090796	483.08	-1002.24	21.82	90.0	garage
2133090796	488.46	-997.15	26.20	90.0	garage
2684801972	483.03	-1010.45	22.83	90.0	garage
2684801972	456.15	-986.14	22.68	-180.0	garage
1015811829	481.56	-1017.57	23.80	-5.0	garage
1015811829	500.20	-1025.16	23.64	-90.0	garage
1015811829	439.79	-1017.57	29.81	-5.0	garage
1015811829	488.84	-1009.87	23.64	-90.0	garage
1015811829	488.97	-984.19	23.42	-90.0	garage
1015811829	489.49	-986.37	23.45	0.0	garage
1015811829	477.64	-966.13	23.71	-180.0	garage
1015811829	476.24	-968.96	24.19	0.0	garage
1015811829	450.29	-968.25	24.84	90.0	garage
1015811829	455.13	-985.62	23.48	180.0	garage
1015811829	438.55	-985.62	23.48	180.0	garage
1015811829	423.22	-966.13	24.19	180.0	garage
1015811829	454.29	-957.30	23.90	180.0	garage
1015811829	477.16	-957.30	27.29	180.0	garage
1015811829	411.87	-978.78	24.16	180.0	garage
3832150195	478.24	-967.50	21.84	90.0	garage
3752888637	438.17	-984.57	21.83	90.0	garage
1348987562	478.88	-969.43	21.84	90.0	garage
1348987562	478.88	-965.73	21.84	90.0	garage
1348987562	478.02	-965.75	21.84	90.0	garage
1348987562	478.88	-966.82	21.38	90.0	garage
1348987562	478.88	-968.25	21.39	90.0	garage
771604073	477.87	-967.50	27.37	180.0	garage
1742634574	481.16	-952.46	21.64	90.0	garage
1069395324	489.47	-952.17	22.08	115.0	garage
3721297776	485.66	-956.29	21.63	90.0	garage
3721297776	484.92	-956.22	21.63	-90.0	garage
73014697	493.25	-956.22	21.63	-90.0	garage
3721297776	493.99	-956.29	21.63	90.0	garage
1007739037	493.77	-957.37	21.63	-90.0	garage
310783660	480.19	-958.51	21.63	90.0	garage
310783660	480.19	-957.69	21.63	90.0	garage
4162874565	479.87	-956.48	21.71	90.0	garage
1246927682	493.47	-952.31	21.65	0.0	garage
1246927682	486.60	-952.31	21.65	0.0	garage
1069395324	489.03	-952.24	22.08	-175.0	garage
1069395324	488.82	-952.32	22.08	-175.0	garage
3305369787	499.23	-952.70	21.65	-35.0	garage
2233934759	485.20	-957.37	21.65	-90.0	garage
3370401998	479.88	-954.01	21.63	180.0	garage
2608632779	499.82	-956.84	21.65	0.0	garage
363555755	484.98	-956.67	22.59	-95.0	garage
623406777	446.84	-986.79	23.13	-180.0	garage
nteammrpdlobbyseat	455.04	-987.11	21.84	-90.0	area
nteammrpdlobbyseat	457.23	-987.10	21.85	-90.0	area
nteammrpdtv	455.99	-994.67	23.87	180.0	area
nteammrpdlobbyseat	452.81	-987.11	21.84	-90.0	area
nteammrpdflag	446.80	-994.18	22.99	-130.0	area
1081399034	452.12	-987.18	22.08	-90.0	area
1081399034	459.13	-987.18	22.08	180.0	area
2093003735	451.97	-987.10	23.18	0.0	area
2684801972	453.29	-997.54	22.87	180.0	area
3419909833	452.91	-997.54	22.87	180.0	area
2603322528	460.48	-992.17	21.86	-90.0	area
690372739	460.33	-993.10	21.84	-90.0	area
992069095	460.15	-994.12	22.80	-90.0	area
3784993952	460.89	-986.99	23.33	0.0	area
nteammrpdpicture2	457.89	-987.00	23.23	0.0	area
nteammrpdpicture3	453.50	-987.00	23.23	0.0	area
nteammrpdpicture9	455.76	-987.00	23.23	0.0	area
prop_wall_light_05c	453.39	-992.41	25.87	180.0	area
prop_wall_light_05c	449.49	-992.41	25.87	180.0	area
prop_wall_light_05c	457.54	-992.41	25.87	180.0	area
prop_wall_light_05c	462.39	-989.44	25.78	-90.0	area
3813223776	448.97	-982.90	26.51	-180.0	garage
2861775861	445.98	-950.54	27.67	-180.0	garage
2861775861	482.98	-1021.41	25.73	-5.0	garage
152282765	453.08	-987.27	21.84	-60.0	area
4043086927	460.27	-993.01	23.63	130.0	area
2313492987	453.56	-986.24	21.85	-160.0	garage
nteam_mrpd_parking	461.76	-967.05	21.65	-170.0	garage
nteam_mrpd_parking	433.20	-966.98	21.66	-170.0	garage
nteam_mrpd_parking	436.86	-960.41	21.66	10.0	garage
nteam_mrpd_parking	410.08	-969.58	21.66	-80.0	garage
nteam_mrpd_parking	488.68	-999.69	21.66	-80.0	garage
nteam_mrpd_shut	439.46	-1015.44	30.74	-90.0	garage
nteam_mrpd_shut	439.47	-1023.53	30.74	-90.0	garage
nteam_mrpd_shut	477.15	-959.58	28.60	90.0	garage
nteam_mrpd_shut	477.15	-951.50	28.60	90.0	garage
nteam_mrpd_garagedoors	478.52	-953.38	28.41	90.0	-
nteam_mrpd_armory	450.76	-971.67	29.25	0.0	armory
nteam_mrpd_armory1	464.40	-980.00	30.75	-180.0	armory
nteam_mrpd_armory2	463.01	-977.34	29.82	-180.0	armory
nteam_mrpd_armory2	461.14	-977.34	29.82	-180.0	armory
nteam_mrpd_armory3	453.06	-972.04	30.37	-180.0	armory
nteam_mrpd_armory3	452.80	-972.04	30.37	-180.0	armory
nteam_mrpd_armory3	453.42	-972.04	30.37	-180.0	armory
nteam_mrpd_armory4	453.62	-972.04	30.38	0.0	armory
nteam_mrpd_armoryanim1	457.01	-977.13	28.79	-180.0	armory
nteam_mrpd_armoryanim2	450.96	-980.66	28.30	-90.0	armory
nteam_mrpd_armory4	452.46	-971.89	30.96	0.0	armory
2374355453	454.96	-972.09	31.04	90.0	armory
1430410579	452.11	-972.08	30.90	-180.0	armory
1843823183	454.93	-972.26	30.36	0.0	armory
1093460780	454.49	-971.95	30.36	0.0	armory
1580014892	452.04	-971.95	30.36	0.0	armory
1580014892	452.04	-972.31	30.34	0.0	armory
1580014892	452.04	-971.95	30.50	0.0	armory
1580014892	452.26	-972.08	30.36	0.0	armory
1843823183	454.76	-972.26	30.36	0.0	armory
190687980	454.30	-972.26	30.97	-5.0	armory
2374355453	454.84	-972.09	31.04	90.0	armory
2374355453	454.72	-972.09	31.04	90.0	armory
190687980	454.52	-972.26	30.97	0.0	armory
190687980	454.52	-972.03	30.97	0.0	armory
190687980	454.30	-972.03	30.97	0.0	armory
190687980	454.52	-972.03	31.05	0.0	armory
1560006187	452.11	-972.22	31.61	0.0	armory
1560006187	452.11	-971.98	31.61	0.0	armory
1560006187	452.11	-972.22	31.73	0.0	armory
1560006187	452.34	-972.16	31.61	30.0	armory
1824078756	453.06	-972.06	31.51	0.0	armory
1824078756	454.25	-972.06	31.51	0.0	armory
1560006187	453.59	-972.21	31.09	0.0	armory
1560006187	453.59	-972.21	30.98	0.0	armory
1560006187	453.82	-972.14	30.98	30.0	armory
1560006187	453.59	-971.97	30.98	0.0	armory
977923025	458.82	-981.42	30.36	85.0	armory
977923025	453.31	-981.23	30.36	85.0	armory
4137142299	460.59	-981.30	32.25	-180.0	armory
4137142299	454.60	-981.30	32.25	-180.0	armory
806277833	459.48	-977.29	30.91	9.5	armory
806277833	459.48	-977.29	31.90	9.5	armory
806277833	456.97	-977.29	30.91	-172.9	armory
806277833	456.97	-977.29	31.92	-172.9	armory
1965446988	460.41	-977.06	32.24	0.0	armory
1965446988	462.20	-977.06	32.24	0.0	armory
1965446988	452.57	-971.75	32.24	0.0	armory
1965446988	454.32	-971.75	32.24	0.0	armory
2938376378	451.79	-974.51	32.84	90.0	armory
2938376378	451.79	-979.63	32.84	90.0	armory
2938376378	451.79	-976.89	32.84	90.0	armory
2938376378	456.20	-977.93	32.84	0.0	armory
2938376378	462.68	-977.93	32.84	0.0	armory
2938376378	458.93	-977.95	32.84	0.0	armory
623406777	457.81	-977.40	30.35	0.0	armory
623406777	451.26	-977.40	30.35	90.0	armory
nteam_mrpd_garagedoors	438.03	-1021.64	30.55	-90.0	-
nteam-roadbumpmrpd	492.98	-984.57	19.87	-93.4	garage
nteam-roadbumpmrpd	497.56	-984.66	19.88	-93.4	garage
nteam-roadbumpmrpd	473.19	-977.54	19.87	-0.8	garage
nteam-roadbumpmrpd	473.08	-972.95	19.88	-0.8	garage
nteam-roadbumpmrpd	421.19	-977.51	19.87	-0.8	garage
nteam-roadbumpmrpd	421.08	-972.92	19.88	-0.8	garage
2709416104	454.03	-971.84	31.01	0.0	armory
1110740384	453.38	-972.04	30.95	-9.9	armory
1110740384	454.60	-972.26	30.38	-9.9	armory
1806057883	452.40	-971.85	30.48	0.0	armory
1806057883	452.59	-971.85	30.48	0.0	armory
1806057883	452.77	-971.85	30.48	0.0	armory
1806057883	452.97	-971.85	30.48	0.0	armory
3693043050	454.68	-981.31	30.33	-178.6	armory
3693043050	459.75	-981.28	30.33	-178.6	armory
3747585919	460.39	-981.38	29.78	-178.6	armory
342797216	461.18	-981.26	29.23	-178.6	armory
342797216	461.79	-981.24	29.23	-178.6	armory
3849558395	459.19	-981.30	30.35	-145.2	armory
3297809923	453.45	-980.49	29.86	28.5	armory
3297809923	457.93	-980.17	29.86	-15.9	armory
3118505297	454.35	-981.32	30.36	-178.6	armory
4161278897	451.83	-981.17	30.41	85.0	armory
176137803	458.09	-981.44	30.36	-139.5	armory
197124182	456.99	-981.45	30.34	146.9	armory
4225570835	457.55	-981.26	30.34	174.9	armory
3492461490	457.09	-981.21	30.36	174.9	armory
4225570835	452.45	-981.26	30.34	174.9	armory
3492461490	451.99	-981.21	30.36	174.9	armory
197124182	451.89	-981.45	30.34	146.9	armory
nteammrpdpicture4	455.50	-974.07	30.64	-90.3	armory
nteammrpdpicture1	455.49	-975.72	30.64	-90.3	armory
3861464315	454.70	-981.21	29.25	28.5	armory
3861464315	457.05	-981.21	29.25	28.5	armory
645774080	449.90	-979.84	30.20	-90.0	armory
3300099005	450.19	-979.61	29.31	-90.0	armory
645774080	449.90	-979.31	30.20	-90.0	armory
3300099005	450.19	-979.09	29.31	-90.0	armory
645774080	449.90	-978.78	30.20	-90.0	armory
3300099005	450.19	-978.56	29.31	-90.0	armory
645774080	449.90	-978.25	30.20	-90.0	armory
3300099005	450.19	-978.03	29.31	-90.0	armory
fntammrpdoffcab2	449.92	-971.77	29.23	90.0	armory
nteam_mrpd_bench	450.19	-974.23	29.25	-90.0	armory
nteam_mrpd_bench	450.19	-976.56	29.25	-90.0	armory
645774080	446.58	-975.83	30.20	-90.0	armory
3300099005	446.87	-975.61	29.31	-90.0	armory
645774080	446.58	-976.37	30.20	-90.0	armory
3300099005	446.87	-976.14	29.31	-90.0	armory
645774080	446.58	-976.89	30.20	-90.0	armory
3300099005	446.87	-976.67	29.31	-90.0	armory
645774080	446.58	-977.42	30.20	-90.0	armory
3300099005	446.87	-977.20	29.31	-90.0	armory
645774080	446.58	-977.96	30.20	-90.0	armory
3300099005	446.87	-978.26	29.31	-90.0	armory
645774080	446.58	-978.48	30.20	-90.0	armory
3300099005	446.87	-977.74	29.31	-90.0	armory
645774080	447.85	-978.03	30.20	90.0	armory
3300099005	447.56	-978.25	29.31	90.0	armory
645774080	447.85	-977.50	30.20	90.0	armory
3300099005	447.56	-977.72	29.31	90.0	armory
645774080	447.85	-976.97	30.20	90.0	armory
3300099005	447.56	-977.19	29.31	90.0	armory
645774080	447.85	-976.44	30.20	90.0	armory
3300099005	447.56	-976.67	29.31	90.0	armory
645774080	447.85	-975.90	30.20	90.0	armory
3300099005	447.56	-975.61	29.31	90.0	armory
645774080	447.85	-975.38	30.20	90.0	armory
3300099005	447.56	-976.13	29.31	90.0	armory
645774080	444.58	-980.33	30.20	90.0	armory
645774080	444.58	-979.80	30.20	90.0	armory
645774080	444.58	-979.27	30.20	90.0	armory
645774080	444.58	-978.74	30.20	90.0	armory
645774080	444.58	-978.20	30.20	90.0	armory
645774080	444.58	-977.68	30.20	90.0	armory
3300099005	444.28	-977.91	29.31	90.0	armory
3300099005	444.28	-978.43	29.31	90.0	armory
3300099005	444.28	-978.97	29.31	90.0	armory
3300099005	444.28	-979.49	29.31	90.0	armory
3300099005	444.28	-980.02	29.31	90.0	armory
3300099005	444.28	-980.55	29.31	90.0	armory
nteam_mrpd_bench	444.21	-974.23	29.25	90.0	armory
nteam_mrpd_bench	444.21	-976.48	29.25	90.0	armory
fntammrpdoffcab2	444.55	-972.94	29.23	-90.0	armory
3038378640	444.75	-976.96	29.26	45.0	armory
684238724	444.05	-976.32	30.52	90.0	armory
1234788901	444.74	-973.46	29.47	75.0	armory
1819853303	444.11	-974.65	30.52	90.0	armory
3125389411	444.31	-975.53	29.70	135.0	armory
920165506	444.25	-973.32	29.70	75.0	armory
1682675077	450.25	-978.18	31.19	-115.0	armory
1010590096	450.19	-973.44	29.79	-70.0	armory
3246710738	446.87	-977.74	31.18	-90.0	armory
783940841	449.80	-973.85	29.28	-70.0	armory
783940841	447.76	-975.07	29.27	-70.0	armory
3137334767	450.20	-976.04	29.69	-10.0	armory
948080762	447.51	-975.03	29.30	-70.0	armory
948080762	444.47	-976.29	29.30	-70.0	armory
1622841033	450.34	-976.42	30.63	-90.0	armory
1136462066	446.97	-975.60	31.19	-90.0	armory
951345131	447.32	-976.47	31.21	-90.0	armory
698127650	447.15	-974.85	29.26	0.0	armory
865150065	444.64	-981.24	29.25	0.0	armory
865150065	449.20	-981.24	29.25	0.0	armory
4137142299	447.16	-979.89	32.25	-180.0	armory
4137142299	447.16	-973.37	32.25	-180.0	armory
4137142299	447.16	-975.75	32.25	-180.0	armory
4137142299	447.16	-977.80	32.25	-180.0	armory
2903248026	444.25	-979.27	31.22	90.0	armory
2903248026	444.25	-979.27	31.36	90.0	armory
1011723317	448.68	-971.78	30.60	0.0	armory
1011723317	445.66	-981.44	30.60	-180.0	armory
1682675077	444.33	-980.31	31.20	-115.0	armory
nteammrpdtv	443.92	-975.46	31.49	90.0	armory
4161278897	447.44	-975.42	31.21	0.0	armory
4161278897	444.07	-974.81	29.75	0.0	armory
4161278897	450.34	-974.81	29.75	0.0	armory
2709416104	449.98	-979.12	31.20	155.0	armory
fnteammprdcab1	444.50	-985.08	29.25	90.0	righthall
nteammrpdtv	443.93	-984.02	31.14	90.0	righthall
nteammrpdlobbyseat	451.95	-985.98	29.25	90.0	righthall
nteammrpdlobbyseat	447.83	-985.98	29.25	90.0	righthall
4227061121	444.74	-985.60	29.25	125.0	righthall
4227061121	444.74	-982.38	29.25	125.0	righthall
fntammrpdrcyl2	468.22	-985.82	29.26	0.0	righthall
fntammrpdrcyl1	468.56	-985.82	29.26	0.0	righthall
nteammrpdlobbyseat	461.62	-985.98	29.25	90.0	righthall
3630108248	464.26	-985.83	29.24	160.0	righthall
3630108248	465.14	-977.62	29.24	120.0	righthall
1353904413	449.19	-985.83	29.25	90.0	righthall
3630108248	465.04	-971.69	29.25	120.0	righthall
3630108248	468.79	-960.20	29.25	120.0	righthall
336917068	450.32	-952.49	29.25	0.0	mainhall
336917068	450.32	-959.22	29.25	0.0	mainhall
865150065	458.79	-985.94	29.23	90.0	righthall
3297809923	475.19	-945.49	30.05	-180.0	press
4075389019	476.43	-944.76	30.39	180.0	press
4075389019	475.24	-944.76	30.39	180.0	press
4137142299	461.04	-982.99	32.20	0.0	righthall
4137142299	461.04	-984.97	32.20	0.0	righthall
4137142299	447.30	-984.97	32.20	0.0	righthall
4137142299	447.30	-982.99	32.20	0.0	righthall
4137142299	454.41	-982.99	32.20	0.0	righthall
4137142299	454.41	-984.97	32.20	0.0	righthall
fnteamdesk1	461.42	-971.49	29.25	90.0	mainhall
fnteamdesk1	459.95	-971.49	29.25	90.0	mainhall
fnteamdesk1	458.47	-971.49	29.25	90.0	mainhall
fntammrpdoffcab1	458.18	-976.03	29.25	0.0	mainhall
fntammrpdoffcab2	456.96	-976.03	29.28	0.0	mainhall
fntammrpdoffcab3	463.28	-976.03	29.27	0.0	mainhall
3750719837	459.46	-976.32	29.25	-180.0	mainhall
3750719837	461.95	-976.32	29.25	-180.0	mainhall
fntammrpdrcyl2	458.01	-976.12	29.25	0.0	mainhall
fntammrpdrcyl1	457.16	-976.12	29.25	0.0	mainhall
3297809923	460.57	-973.19	29.85	175.0	mainhall
3297809923	458.01	-973.36	29.85	180.0	mainhall
1797500920	456.07	-971.78	30.16	90.0	mainhall
3269716226	456.07	-974.58	29.25	90.0	mainhall
1797500920	456.07	-972.45	30.16	90.0	mainhall
336917068	464.10	-971.84	29.25	0.0	mainhall
fntammrpdoffcab3	463.88	-973.92	29.27	90.0	mainhall
fntammrpdoffcab2	463.88	-973.99	29.27	90.0	mainhall
4137142299	460.08	-975.37	32.20	-180.0	mainhall
4137142299	460.08	-973.72	32.20	-180.0	mainhall
4137142299	460.08	-971.98	32.20	-180.0	mainhall
197124182	460.63	-971.59	30.12	0.0	mainhall
197124182	457.97	-971.59	30.12	0.0	mainhall
4225570835	460.57	-971.90	30.12	0.0	mainhall
4225570835	457.80	-971.90	30.12	0.0	mainhall
3492461490	461.00	-971.90	30.14	0.0	mainhall
3492461490	458.29	-971.90	30.14	0.0	mainhall
3861464315	461.83	-971.90	29.26	0.0	mainhall
3693043050	461.33	-971.91	30.10	0.0	mainhall
3693043050	457.33	-971.72	30.10	0.0	mainhall
nteammrpdtv	455.69	-974.23	31.42	90.0	mainhall
1636622991	456.28	-973.25	29.43	150.0	mainhall
1636622991	456.94	-971.69	29.43	90.0	mainhall
1654151435	458.62	-971.69	29.25	0.0	mainhall
1654151435	460.13	-971.70	29.25	0.0	mainhall
176137803	459.93	-971.78	30.13	-20.0	mainhall
3849558395	458.68	-971.87	30.11	0.0	mainhall
1648266874	458.81	-971.29	30.48	180.0	mainhall
3419909833	464.50	-972.42	30.32	-90.0	mainhall
2684801972	464.50	-972.42	31.26	-90.0	mainhall
1573132612	463.15	-976.44	31.50	-180.0	mainhall
1636622991	462.52	-976.44	31.50	-180.0	mainhall
1636622991	462.08	-976.44	31.50	-180.0	mainhall
557686077	460.85	-976.44	31.30	155.0	mainhall
1257238301	460.51	-976.32	31.35	-180.0	mainhall
2313830513	459.66	-976.35	30.85	-180.0	mainhall
2507230530	458.52	-976.37	31.36	-180.0	mainhall
4166953012	461.20	-971.62	30.10	-155.0	mainhall
1573132612	461.77	-976.44	31.50	-180.0	mainhall
1573132612	459.11	-976.44	31.50	-180.0	mainhall
3415095732	459.74	-976.31	31.31	-180.0	mainhall
865150065	456.07	-974.99	29.23	90.0	mainhall
336917068	464.14	-942.88	29.25	0.0	mainhall
336917068	464.14	-968.69	29.25	0.0	mainhall
4137142299	460.45	-968.68	32.20	-180.0	mainhall
4137142299	454.15	-968.68	32.20	-180.0	mainhall
4137142299	454.15	-942.74	32.20	-180.0	mainhall
4137142299	460.45	-942.74	32.20	-180.0	mainhall
2880629914	456.09	-938.59	30.25	90.0	confer
1879489993	456.09	-938.08	30.16	90.0	confer
3381528112	474.62	-976.56	30.17	65.0	righthall
3381528112	470.89	-974.83	30.17	170.0	righthall
2786696397	456.09	-937.44	30.15	90.0	confer
2786696397	458.50	-971.65	30.12	0.0	mainhall
2105669131	455.72	-973.32	30.40	90.0	mainhall
3679643572	456.09	-937.03	30.15	90.0	confer
3870457123	456.09	-933.14	30.07	90.0	confer
3870457123	456.09	-930.21	30.51	90.0	confer
1843556857	456.09	-930.21	30.07	90.0	confer
3732065178	459.12	-971.78	30.11	0.0	mainhall
108869307	474.58	-972.80	30.15	65.0	righthall
3382229631	456.09	-933.14	29.65	90.0	confer
130312120	464.97	-975.42	30.13	90.0	righthall
108869307	465.00	-974.08	30.15	65.0	righthall
1820686569	456.09	-933.14	30.51	90.0	confer
1603786084	456.09	-933.14	30.92	90.0	confer
1603786084	456.09	-933.14	31.73	90.0	confer
1603786084	456.09	-930.20	31.73	90.0	confer
4198179888	456.09	-930.20	31.33	90.0	confer
1573132612	456.09	-933.28	31.50	90.0	confer
1573132612	456.09	-930.35	31.11	90.0	confer
3008183981	461.95	-933.97	30.16	-95.0	confer
1177745656	480.93	-990.56	21.86	-180.0	garage
629489439	468.76	-955.78	30.14	-90.0	mainhall
2144745138	477.80	-979.96	30.03	-145.0	righthall
4010314812	451.55	-981.27	29.64	174.9	armory
2432950814	454.29	-981.38	29.34	-178.6	armory
3164776469	474.73	-966.81	30.22	0.0	righthall
3164776469	473.70	-966.83	30.22	0.0	righthall
680380202	477.80	-979.41	30.93	-180.0	righthall
3338844050	463.32	-986.26	30.61	-180.0	righthall
3693043050	468.76	-957.30	30.12	-90.0	mainhall
3786866188	469.03	-956.03	32.14	-90.0	mainhall
921401054	458.44	-936.30	30.12	150.0	confer
2709734878	462.03	-932.56	30.12	150.0	confer
2330564864	462.03	-935.06	30.24	130.0	confer
2330564864	458.52	-933.50	30.24	-115.0	confer
